CandidateID,ApplicationDate,Source,Department,Stage,TimeToHire,OfferStatus,HireStatus,Location,ExperienceYears,Gender,DiversityFlag,EduLevel,InterviewScore,ExpectedCTC,OfferedCTC,NoticePeriodDays,JoiningDate,AttritionFlag,Recruiter,Remarks
C02955,2025-05-15,LinkedIn,HR,Screened,,Rejected,Rejected by Recruiter,Remote,13,Male,No,PhD,,,,90,,No,David Brown,Candidate met expectations.
C02956,2024-09-17,Agency,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,5,Female,Yes,Bachelors,,,,60,,No,Bob Williams,Profile reviewed.
C02957,2025-03-31,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,3,Female,Yes,Diploma,,,,15,,No,David Brown,Interview completed.
C02958,2024-11-26,Career Site,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,15,Male,No,Bachelors,,,,60,,No,Bob Williams,Profile reviewed.
C02959,2025-01-24,Naukri,Ops,Screened,,Rejected,Rejected by Recruiter,Mumbai,2,Male,No,Masters,,,,90,,No,Carol Davis,
C02960,2024-07-30,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,0,Male,No,Masters,,,,30,,No,Eve Miller,Profile reviewed.
C02961,2024-07-16,LinkedIn,Marketing,Screened,,Rejected,Rejected by Recruiter,Chennai,3,Female,Yes,Diploma,,,,15,,No,David Brown,Candidate met expectations.
C02962,2024-08-14,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,10,Male,No,Bachelors,,,,60,,No,Alice Johnson,Standard application.
C02963,2024-09-27,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,3,Male,No,Masters,,,,90,,No,Bob Williams,Candidate met expectations.
C02964,2024-08-05,Career Site,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,6,Female,Yes,Diploma,,,,15,,No,Carol Davis,Standard application.
C02965,2024-12-16,Agency,HR,Screened,,Rejected,Rejected by Recruiter,Chennai,3,Male,No,Masters,,,,90,,No,Carol Davis,
C02966,2025-06-14,Referral,HR,Screened,,Rejected,Rejected by Recruiter,Bangalore,12,Male,No,Diploma,,,,30,,No,Bob Williams,
C02967,2024-09-27,LinkedIn,Marketing,Screened,,Rejected,Rejected by Recruiter,Mumbai,0,Male,No,Masters,,,,15,,No,Eve Miller,
C02968,2024-08-09,Naukri,Marketing,Screened,,Rejected,Rejected by Recruiter,Hyderabad,7,Male,No,Diploma,,,,90,,No,Alice Johnson,Standard application.
C02969,2025-03-03,Naukri,Finance,Screened,,Rejected,Rejected by Recruiter,Bangalore,4,Male,No,Bachelors,,,,30,,No,Bob Williams,Profile reviewed.
C02970,2024-12-13,Agency,Marketing,Screened,,Rejected,Rejected by Recruiter,Mumbai,5,Male,No,Diploma,,,,60,,No,Carol Davis,
C02971,2025-04-16,Career Site,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,14,Female,Yes,PhD,,,,30,,No,Alice Johnson,Awaiting feedback.
C02972,2024-12-25,Career Site,HR,Screened,,Rejected,Rejected by Recruiter,Remote,4,Male,No,Bachelors,,,,15,,No,Alice Johnson,
C02973,2024-10-17,LinkedIn,Marketing,Screened,,Rejected,Rejected by Recruiter,Hyderabad,4,Female,Yes,Diploma,,,,30,,No,Eve Miller,
C02974,2025-01-05,LinkedIn,Finance,Screened,,Rejected,Rejected by Recruiter,Bangalore,12,Female,Yes,PhD,,,,90,,No,Eve Miller,Profile reviewed.
C02975,2024-11-30,Naukri,HR,Screened,,Rejected,Rejected by Recruiter,Bangalore,4,Female,Yes,Bachelors,,,,15,,No,Bob Williams,Standard application.
C02976,2025-06-22,Referral,Marketing,Screened,,Rejected,Rejected by Recruiter,Hyderabad,7,Female,Yes,Diploma,,,,15,,No,Eve Miller,Profile reviewed.
C02977,2025-07-02,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,10,Female,Yes,PhD,,,,60,,No,Eve Miller,Awaiting feedback.
C02978,2024-08-31,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,4,Male,No,Diploma,,,,15,,No,Eve Miller,
C02979,2024-11-14,Referral,HR,Screened,,Rejected,Rejected by Recruiter,Chennai,2,Female,Yes,Masters,,,,30,,No,David Brown,Awaiting feedback.
C02980,2025-04-20,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Remote,0,Male,No,Masters,,,,60,,No,Alice Johnson,Profile reviewed.
C02981,2025-06-03,Naukri,HR,Screened,,Rejected,Rejected by Recruiter,Bangalore,9,Female,Yes,Bachelors,,,,15,,No,Bob Williams,
C02982,2025-01-08,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,5,Male,No,Bachelors,,,,60,,No,David Brown,Candidate met expectations.
C02983,2024-07-27,Career Site,Ops,Screened,,Rejected,Rejected by Recruiter,Mumbai,5,Male,No,Masters,,,,15,,No,Bob Williams,Awaiting feedback.
C02984,2025-02-17,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,5,Male,No,Masters,,,,15,,No,David Brown,
C02985,2024-10-20,Career Site,Marketing,Screened,,Rejected,Rejected by Recruiter,Remote,6,Male,No,Masters,,,,30,,No,Eve Miller,Awaiting feedback.
C02986,2024-09-13,Referral,Marketing,Screened,,Rejected,Rejected by Recruiter,Chennai,2,Female,Yes,Bachelors,,,,15,,No,Bob Williams,Interview completed.
C02987,2024-12-05,Agency,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,15,Male,No,Masters,,,,60,,No,David Brown,Profile reviewed.
C02988,2025-05-06,LinkedIn,Ops,Screened,,Rejected,Rejected by Recruiter,Bangalore,4,Male,No,PhD,,,,15,,No,Eve Miller,Interview completed.
C02989,2024-09-09,Referral,Finance,Screened,,Rejected,Rejected by Recruiter,Mumbai,8,Female,Yes,PhD,,,,30,,No,Eve Miller,Interview completed.
C02990,2024-08-16,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Remote,1,Female,Yes,PhD,,,,60,,No,Carol Davis,Interview completed.
C02991,2025-05-15,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,3,Male,No,Diploma,,,,60,,No,David Brown,Awaiting feedback.
C02992,2025-04-03,Referral,HR,Screened,,Rejected,Rejected by Recruiter,Remote,18,Male,No,Diploma,,,,30,,No,Bob Williams,Profile reviewed.
C02993,2025-04-28,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,15,Female,Yes,PhD,,,,90,,No,Alice Johnson,Candidate met expectations.
C02994,2025-05-10,Naukri,Marketing,Screened,,Rejected,Rejected by Recruiter,Chennai,10,Female,Yes,Bachelors,,,,60,,No,Bob Williams,Profile reviewed.
C02995,2025-01-27,Career Site,Ops,Screened,,Rejected,Rejected by Recruiter,Mumbai,1,Female,Yes,PhD,,,,30,,No,Carol Davis,Awaiting feedback.
C02996,2025-02-21,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,9,Female,Yes,Masters,,,,15,,No,Bob Williams,
C02997,2025-04-16,Naukri,Finance,Screened,,Rejected,Rejected by Recruiter,Bangalore,12,Male,No,Bachelors,,,,60,,No,Alice Johnson,Awaiting feedback.
C02998,2025-03-11,Agency,Ops,Screened,,Rejected,Rejected by Recruiter,Remote,9,Other,Yes,Diploma,,,,15,,No,Carol Davis,Standard application.
C02999,2025-01-24,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,11,Other,Yes,PhD,,,,60,,No,Alice Johnson,
C03000,2024-11-05,Agency,Finance,Screened,,Rejected,Rejected by Recruiter,Hyderabad,0,Male,No,Masters,,,,15,,No,Alice Johnson,Interview completed.
C03001,2025-03-13,Career Site,HR,Screened,,Rejected,Rejected by Recruiter,Chennai,0,Female,Yes,Masters,,,,60,,No,Alice Johnson,Standard application.
C03002,2024-08-04,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,0,Male,No,PhD,,,,90,,No,Eve Miller,Awaiting feedback.
C03003,2024-08-12,Agency,Marketing,Screened,,Rejected,Rejected by Recruiter,Chennai,18,Male,No,Masters,,,,30,,No,Alice Johnson,Standard application.
C03004,2024-09-23,LinkedIn,HR,Screened,,Rejected,Rejected by Recruiter,Hyderabad,2,Male,No,PhD,,,,60,,No,David Brown,Interview completed.
C03005,2024-09-30,LinkedIn,HR,Screened,,Rejected,Rejected by Recruiter,Hyderabad,14,Male,No,Diploma,,,,15,,No,Eve Miller,Awaiting feedback.
C03006,2025-03-07,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,5,Male,No,Masters,,,,15,,No,Bob Williams,
C03007,2024-07-23,Referral,Marketing,Screened,,Rejected,Rejected by Recruiter,Hyderabad,12,Male,No,Diploma,,,,60,,No,Bob Williams,
C03008,2024-11-21,Agency,HR,Screened,,Rejected,Rejected by Recruiter,Chennai,18,Female,Yes,Bachelors,,,,90,,No,David Brown,Awaiting feedback.
C03009,2024-08-10,Agency,HR,Screened,,Rejected,Rejected by Recruiter,Remote,11,Male,No,PhD,,,,60,,No,Carol Davis,Candidate met expectations.
C03010,2024-07-20,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,10,Male,No,Diploma,,,,90,,No,David Brown,Profile reviewed.
C03011,2025-04-18,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,18,Male,No,Bachelors,,,,90,,No,Eve Miller,Candidate met expectations.
C03012,2024-07-31,Naukri,Finance,Screened,,Rejected,Rejected by Recruiter,Chennai,5,Male,No,Bachelors,,,,60,,No,David Brown,Interview completed.
C03013,2024-09-07,Naukri,Marketing,Screened,,Rejected,Rejected by Recruiter,Hyderabad,19,Female,Yes,PhD,,,,15,,No,Eve Miller,
C03014,2025-04-29,Career Site,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,0,Male,No,PhD,,,,60,,No,Carol Davis,Profile reviewed.
C03015,2025-06-09,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,4,Female,Yes,Masters,,,,30,,No,Carol Davis,Standard application.
C03016,2025-05-01,Referral,Marketing,Screened,,Rejected,Rejected by Recruiter,Bangalore,1,Male,No,PhD,,,,30,,No,Eve Miller,Standard application.
C03017,2024-10-04,LinkedIn,Finance,Screened,,Rejected,Rejected by Recruiter,Bangalore,8,Female,Yes,PhD,,,,15,,No,Bob Williams,Awaiting feedback.
C03018,2024-07-19,LinkedIn,Marketing,Screened,,Rejected,Rejected by Recruiter,Remote,2,Female,Yes,Masters,,,,15,,No,David Brown,Awaiting feedback.
C03019,2025-04-23,Agency,Finance,Screened,,Rejected,Rejected by Recruiter,Chennai,11,Female,Yes,Masters,,,,15,,No,Bob Williams,
C03020,2025-01-24,Agency,Marketing,Screened,,Rejected,Rejected by Recruiter,Mumbai,3,Male,No,Diploma,,,,30,,No,Carol Davis,Awaiting feedback.
C03021,2024-12-09,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,17,Female,Yes,PhD,,,,60,,No,Bob Williams,Profile reviewed.
C03022,2024-11-16,Career Site,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,2,Male,No,Masters,,,,90,,No,Eve Miller,Profile reviewed.
C03023,2024-12-05,Naukri,Ops,Screened,,Rejected,Rejected by Recruiter,Mumbai,1,Male,No,PhD,,,,15,,No,Eve Miller,
C03024,2025-02-05,LinkedIn,Marketing,Screened,,Rejected,Rejected by Recruiter,Hyderabad,12,Male,No,Bachelors,,,,90,,No,Carol Davis,
C03025,2025-06-24,Naukri,Finance,Screened,,Rejected,Rejected by Recruiter,Bangalore,5,Male,No,Bachelors,,,,15,,No,Eve Miller,Interview completed.
C03026,2024-12-12,Career Site,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,2,Female,Yes,Diploma,,,,60,,No,Eve Miller,Standard application.
C03027,2024-07-10,Career Site,Finance,Screened,,Rejected,Rejected by Recruiter,Bangalore,6,Female,Yes,Diploma,,,,15,,No,Alice Johnson,
C03028,2025-03-27,LinkedIn,Marketing,Screened,,Rejected,Rejected by Recruiter,Remote,10,Male,No,PhD,,,,15,,No,Eve Miller,
C03029,2024-10-15,Naukri,Finance,Screened,,Rejected,Rejected by Recruiter,Mumbai,3,Female,Yes,Bachelors,,,,15,,No,Eve Miller,
C03030,2025-06-24,Career Site,HR,Screened,,Rejected,Rejected by Recruiter,Hyderabad,0,Female,Yes,Masters,,,,15,,No,David Brown,Standard application.
C03031,2024-10-31,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,4,Male,No,Diploma,,,,15,,No,David Brown,Interview completed.
C03032,2024-08-02,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,4,Female,Yes,Masters,,,,15,,No,Carol Davis,Awaiting feedback.
C03033,2024-09-16,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,0,Male,No,Masters,,,,60,,No,Alice Johnson,Awaiting feedback.
C03034,2025-02-21,Agency,HR,Screened,,Rejected,Rejected by Recruiter,Hyderabad,15,Male,No,Diploma,,,,90,,No,Alice Johnson,Candidate met expectations.
C03035,2024-07-16,Career Site,Finance,Screened,,Rejected,Rejected by Recruiter,Chennai,19,Male,No,PhD,,,,15,,No,Bob Williams,Awaiting feedback.
C03036,2024-10-29,Referral,HR,Screened,,Rejected,Rejected by Recruiter,Chennai,8,Female,Yes,Bachelors,,,,60,,No,Alice Johnson,Standard application.
C03037,2025-05-08,LinkedIn,Finance,Screened,,Rejected,Rejected by Recruiter,Chennai,8,Female,Yes,Diploma,,,,90,,No,David Brown,Awaiting feedback.
C03038,2025-02-02,Referral,Finance,Screened,,Rejected,Rejected by Recruiter,Hyderabad,0,Male,No,Masters,,,,15,,No,Eve Miller,Standard application.
C03039,2025-07-08,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,5,Male,No,PhD,,,,90,,No,Alice Johnson,
C03040,2025-04-08,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,7,Other,Yes,Bachelors,,,,15,,No,David Brown,Interview completed.
C03041,2025-06-17,Naukri,HR,Screened,,Rejected,Rejected by Recruiter,Mumbai,1,Female,Yes,PhD,,,,90,,No,Carol Davis,Interview completed.
C03042,2025-01-05,Agency,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,16,Female,Yes,Masters,,,,30,,No,David Brown,
C03043,2024-11-02,Naukri,Finance,Screened,,Rejected,Rejected by Recruiter,Bangalore,13,Male,No,Bachelors,,,,30,,No,David Brown,
C03044,2025-01-29,Career Site,Finance,Screened,,Rejected,Rejected by Recruiter,Bangalore,9,Male,No,Bachelors,,,,90,,No,David Brown,Candidate met expectations.
C03045,2024-09-16,LinkedIn,Finance,Screened,,Rejected,Rejected by Recruiter,Bangalore,15,Female,Yes,Bachelors,,,,15,,No,Bob Williams,
C03046,2024-11-11,Agency,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,2,Male,No,Diploma,,,,90,,No,Carol Davis,Awaiting feedback.
C03047,2025-04-01,Career Site,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,9,Male,No,Bachelors,,,,60,,No,Eve Miller,Candidate met expectations.
C03048,2024-12-11,Naukri,Finance,Screened,,Rejected,Rejected by Recruiter,Hyderabad,3,Female,Yes,Masters,,,,15,,No,Alice Johnson,
C03049,2025-03-16,Agency,HR,Screened,,Rejected,Rejected by Recruiter,Bangalore,4,Male,No,Bachelors,,,,90,,No,Eve Miller,Candidate met expectations.
C03050,2024-07-30,Agency,Ops,Screened,,Rejected,Rejected by Recruiter,Chennai,13,Male,No,Masters,,,,60,,No,Alice Johnson,Interview completed.
C03051,2025-01-01,Referral,Finance,Screened,,Rejected,Rejected by Recruiter,Bangalore,4,Male,No,Bachelors,,,,30,,No,David Brown,Candidate met expectations.
C03052,2025-02-02,Referral,Ops,Screened,,Rejected,Rejected by Recruiter,Mumbai,19,Male,No,Diploma,,,,90,,No,Alice Johnson,Interview completed.
C03053,2024-08-23,Career Site,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,8,Other,Yes,Bachelors,,,,60,,No,Bob Williams,Awaiting feedback.
C03054,2025-04-18,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,2,Male,No,PhD,,,,30,,No,David Brown,
C03055,2025-02-03,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,7,Female,Yes,Masters,,,,30,,No,Alice Johnson,Interview completed.
C03056,2025-04-20,Career Site,Marketing,Screened,,Rejected,Rejected by Recruiter,Hyderabad,19,Male,No,PhD,,,,15,,No,Bob Williams,Candidate met expectations.
C03057,2025-02-17,LinkedIn,Finance,Screened,,Rejected,Rejected by Recruiter,Bangalore,4,Female,Yes,Bachelors,,,,60,,No,Alice Johnson,
C03058,2025-01-12,Agency,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,5,Male,No,PhD,,,,30,,No,Alice Johnson,
C03059,2024-12-16,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,1,Female,Yes,Masters,,,,60,,No,Carol Davis,Awaiting feedback.
C03060,2025-05-01,Naukri,Finance,Screened,,Rejected,Rejected by Recruiter,Bangalore,7,Male,No,Masters,,,,30,,No,Eve Miller,
C03061,2025-04-20,Naukri,HR,Screened,,Rejected,Rejected by Recruiter,Chennai,0,Male,No,Diploma,,,,15,,No,David Brown,Candidate met expectations.
C03062,2025-06-30,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,4,Male,No,PhD,,,,15,,No,Bob Williams,Standard application.
C03063,2024-08-09,LinkedIn,Marketing,Screened,,Rejected,Rejected by Recruiter,Bangalore,9,Female,Yes,PhD,,,,15,,No,Alice Johnson,Candidate met expectations.
C03064,2025-03-15,Agency,Tech,Screened,,Rejected,Rejected by Recruiter,Remote,4,Male,No,PhD,,,,60,,No,Eve Miller,Interview completed.
C03065,2025-02-12,Referral,Finance,Screened,,Rejected,Rejected by Recruiter,Mumbai,5,Female,Yes,PhD,,,,30,,No,David Brown,Awaiting feedback.
C03066,2024-11-16,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,6,Female,Yes,Bachelors,,,,90,,No,Eve Miller,
C03067,2024-09-21,LinkedIn,Ops,Screened,,Rejected,Rejected by Recruiter,Chennai,20,Female,Yes,PhD,,,,30,,No,David Brown,Awaiting feedback.
C03068,2025-01-14,Career Site,Ops,Screened,,Rejected,Rejected by Recruiter,Chennai,12,Female,Yes,Masters,,,,90,,No,David Brown,Awaiting feedback.
C03069,2025-06-07,Naukri,Marketing,Screened,,Rejected,Rejected by Recruiter,Remote,2,Male,No,Diploma,,,,60,,No,David Brown,Interview completed.
C03070,2024-10-14,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,4,Female,Yes,PhD,,,,60,,No,Carol Davis,Awaiting feedback.
C03071,2024-08-31,LinkedIn,Marketing,Screened,,Rejected,Rejected by Recruiter,Chennai,0,Male,No,Masters,,,,30,,No,Alice Johnson,
C03072,2025-03-24,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,4,Male,No,Masters,,,,60,,No,David Brown,Profile reviewed.
C03073,2024-08-22,LinkedIn,Finance,Screened,,Rejected,Rejected by Recruiter,Remote,17,Female,Yes,Diploma,,,,15,,No,Eve Miller,Interview completed.
C03074,2024-09-25,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Remote,14,Female,Yes,Bachelors,,,,15,,No,Bob Williams,Candidate met expectations.
C03075,2025-07-09,Naukri,Ops,Screened,,Rejected,Rejected by Recruiter,Remote,0,Female,Yes,Bachelors,,,,60,,No,Eve Miller,
C03076,2024-09-16,Agency,Marketing,Screened,,Rejected,Rejected by Recruiter,Hyderabad,1,Male,No,Bachelors,,,,15,,No,Alice Johnson,
C03077,2025-04-22,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,1,Male,No,PhD,,,,30,,No,Eve Miller,
C03078,2024-08-07,Naukri,Finance,Screened,,Rejected,Rejected by Recruiter,Bangalore,0,Male,No,Masters,,,,90,,No,Bob Williams,Awaiting feedback.
C03079,2025-06-08,Career Site,HR,Screened,,Rejected,Rejected by Recruiter,Remote,0,Male,No,Bachelors,,,,90,,No,Eve Miller,Interview completed.
C03080,2025-06-10,Naukri,HR,Screened,,Rejected,Rejected by Recruiter,Mumbai,12,Male,No,Bachelors,,,,90,,No,Carol Davis,
C03081,2025-06-06,Naukri,Marketing,Screened,,Rejected,Rejected by Recruiter,Hyderabad,11,Female,Yes,Diploma,,,,90,,No,David Brown,
C03082,2025-06-21,Career Site,Ops,Screened,,Rejected,Rejected by Recruiter,Bangalore,2,Male,No,Bachelors,,,,90,,No,David Brown,
C03083,2025-04-07,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,13,Male,No,PhD,,,,30,,No,David Brown,Awaiting feedback.
C03084,2024-07-25,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,2,Female,Yes,Bachelors,,,,90,,No,Eve Miller,
C03085,2025-06-23,Career Site,HR,Screened,,Rejected,Rejected by Recruiter,Mumbai,0,Male,No,Bachelors,,,,90,,No,Eve Miller,Interview completed.
C03086,2025-01-11,Referral,Ops,Screened,,Rejected,Rejected by Recruiter,Bangalore,3,Female,Yes,Diploma,,,,90,,No,Bob Williams,Candidate met expectations.
C03087,2024-12-17,LinkedIn,Marketing,Screened,,Rejected,Rejected by Recruiter,Bangalore,3,Male,No,Diploma,,,,15,,No,Carol Davis,Standard application.
C03088,2025-03-19,Naukri,Marketing,Screened,,Rejected,Rejected by Recruiter,Remote,0,Male,No,Bachelors,,,,15,,No,Bob Williams,
C03089,2024-10-13,Naukri,HR,Screened,,Rejected,Rejected by Recruiter,Hyderabad,2,Female,Yes,PhD,,,,30,,No,Bob Williams,Awaiting feedback.
C03090,2025-01-12,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,0,Female,Yes,Bachelors,,,,60,,No,Bob Williams,Interview completed.
C03091,2025-06-05,LinkedIn,Finance,Screened,,Rejected,Rejected by Recruiter,Bangalore,15,Male,No,Bachelors,,,,90,,No,David Brown,
C03092,2025-04-01,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,2,Other,Yes,Diploma,,,,15,,No,David Brown,
C03093,2025-05-17,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,5,Female,Yes,PhD,,,,90,,No,Eve Miller,Interview completed.
C03094,2024-09-07,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,2,Female,Yes,Diploma,,,,60,,No,Bob Williams,Candidate met expectations.
C03095,2024-11-20,LinkedIn,Marketing,Screened,,Rejected,Rejected by Recruiter,Mumbai,9,Female,Yes,Bachelors,,,,30,,No,Alice Johnson,Interview completed.
C03096,2024-10-27,LinkedIn,Marketing,Screened,,Rejected,Rejected by Recruiter,Bangalore,3,Female,Yes,PhD,,,,60,,No,Eve Miller,Interview completed.
C03097,2024-12-04,LinkedIn,HR,Screened,,Rejected,Rejected by Recruiter,Remote,5,Female,Yes,Bachelors,,,,90,,No,Eve Miller,Candidate met expectations.
C03098,2025-01-02,LinkedIn,Finance,Screened,,Rejected,Rejected by Recruiter,Mumbai,7,Male,No,PhD,,,,90,,No,Carol Davis,Awaiting feedback.
C03099,2025-06-27,Agency,Finance,Screened,,Rejected,Rejected by Recruiter,Bangalore,7,Male,No,Bachelors,,,,15,,No,Bob Williams,
C03100,2025-04-25,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,1,Female,Yes,Masters,,,,15,,No,Alice Johnson,Interview completed.
C03101,2025-01-14,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,0,Female,Yes,Masters,,,,60,,No,Bob Williams,
C03102,2024-07-17,Agency,HR,Screened,,Rejected,Rejected by Recruiter,Bangalore,0,Male,No,PhD,,,,15,,No,Bob Williams,Interview completed.
C03103,2025-07-03,Referral,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,5,Male,No,Bachelors,,,,30,,No,Eve Miller,Awaiting feedback.
C03104,2024-09-27,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,6,Female,Yes,PhD,,,,15,,No,Carol Davis,Interview completed.
C03105,2025-02-06,Referral,Marketing,Screened,,Rejected,Rejected by Recruiter,Chennai,2,Female,Yes,PhD,,,,90,,No,Bob Williams,
C03106,2024-11-15,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,0,Male,No,PhD,,,,15,,No,Bob Williams,Profile reviewed.
C03107,2024-11-21,Referral,Ops,Screened,,Rejected,Rejected by Recruiter,Bangalore,16,Male,No,Masters,,,,30,,No,David Brown,Awaiting feedback.
C03108,2025-02-27,Agency,Tech,Screened,,Rejected,Rejected by Recruiter,Hyderabad,6,Female,Yes,Diploma,,,,15,,No,Eve Miller,Standard application.
C03109,2025-01-14,Agency,HR,Screened,,Rejected,Rejected by Recruiter,Mumbai,2,Female,Yes,PhD,,,,15,,No,Bob Williams,Interview completed.
C03110,2024-09-26,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,16,Male,No,Diploma,,,,90,,No,Eve Miller,Interview completed.
C03111,2024-10-24,LinkedIn,HR,Screened,,Rejected,Rejected by Recruiter,Chennai,3,Female,Yes,Diploma,,,,60,,No,Bob Williams,Awaiting feedback.
C03112,2025-05-17,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Bangalore,15,Female,Yes,Bachelors,,,,90,,No,Eve Miller,Profile reviewed.
C03113,2025-04-04,Career Site,Marketing,Screened,,Rejected,Rejected by Recruiter,Remote,0,Male,No,Masters,,,,90,,No,Alice Johnson,Awaiting feedback.
C03114,2024-11-27,Naukri,Ops,Screened,,Rejected,Rejected by Recruiter,Chennai,19,Female,Yes,Diploma,,,,15,,No,David Brown,
C03115,2025-05-21,Naukri,Marketing,Screened,,Rejected,Rejected by Recruiter,Remote,0,Female,Yes,Bachelors,,,,30,,No,Eve Miller,Profile reviewed.
C03116,2024-08-18,Naukri,Finance,Screened,,Rejected,Rejected by Recruiter,Remote,11,Male,No,Bachelors,,,,60,,No,Bob Williams,
C03117,2024-12-15,Agency,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,19,Male,No,PhD,,,,15,,No,Alice Johnson,
C03118,2025-06-08,LinkedIn,HR,Screened,,Rejected,Rejected by Recruiter,Remote,8,Female,Yes,Diploma,,,,60,,No,David Brown,Standard application.
C03119,2024-09-26,LinkedIn,Tech,Screened,,Rejected,Rejected by Recruiter,Chennai,9,Other,Yes,Bachelors,,,,15,,No,David Brown,Interview completed.
C03120,2024-09-25,Naukri,Finance,Screened,,Rejected,Rejected by Recruiter,Mumbai,4,Male,No,Bachelors,,,,15,,No,Carol Davis,Interview completed.
C03121,2024-09-08,LinkedIn,Marketing,Screened,,Rejected,Rejected by Recruiter,Bangalore,10,Female,Yes,Diploma,,,,90,,No,Alice Johnson,Candidate met expectations.
C03122,2024-09-21,Career Site,Marketing,Screened,,Rejected,Rejected by Recruiter,Mumbai,0,Female,Yes,PhD,,,,60,,No,David Brown,Awaiting feedback.
C03123,2024-12-01,Referral,HR,Screened,,Rejected,Rejected by Recruiter,Mumbai,6,Female,Yes,Bachelors,,,,15,,No,David Brown,
C03124,2024-08-26,Naukri,HR,Screened,,Rejected,Rejected by Recruiter,Chennai,5,Female,Yes,Diploma,,,,90,,No,David Brown,
C03125,2025-04-05,Naukri,Tech,Screened,,Rejected,Rejected by Recruiter,Mumbai,8,Female,Yes,Diploma,,,,30,,No,Alice Johnson,Interview completed.
